a,24.5,12.75,u,g,c,bb,4.75,t,t,2,f,g,00073,444,+
a,18.92,9.25,y,p,c,v,1.0,t,t,4,t,g,00080,500,+
b,19.42,6.5,u,g,w,h,1.46,t,t,7,f,g,00080,2954,+
b,26.17,0.25,u,g,i,bb,0.0,t,f,0,t,g,00000,0,+
a,17.58,9.0,u,g,aa,v,1.375,t,f,0,t,g,00000,0,+
b,34.92,5.0,u,g,x,h,7.5,t,t,6,t,g,00000,1000,+
b,19.67,0.375,u,g,q,v,2.0,t,t,2,t,g,00080,0,+
b,21.0,4.79,y,p,w,v,2.25,t,t,1,t,g,00080,300,+
b,54.58,9.415,u,g,ff,ff,14.415,t,t,11,t,g,00030,300,+
a,35.42,12.0,u,g,q,h,14.0,t,t,8,f,g,00000,6590,+
a,40.33,7.54,y,p,q,h,8.0,t,t,14,f,g,00000,2300,+
b,22.67,2.54,y,p,c,h,2.585,t,f,0,f,g,00000,0,+
b,31.33,19.5,u,g,c,v,7.0,t,t,16,f,g,00000,5000,+
a,58.33,10.0,u,g,q,v,4.0,t,t,14,f,g,00000,1602,+
a,28.17,0.375,u,g,q,v,0.585,t,t,4,f,g,00080,0,+
b,22.33,11.0,u,g,w,v,2.0,t,t,1,f,g,00080,278,+
b,22.58,10.04,u,g,x,v,0.04,t,t,9,f,g,00060,396,+
b,28.92,15.0,u,g,c,h,5.335,t,t,11,f,g,00000,2283,+
b,51.42,0.04,u,g,x,h,0.04,t,f,0,f,g,00000,3000,+
a,52.83,15.0,u,g,c,v,5.5,t,t,14,f,g,00000,2200,+
b,18.08,5.5,u,g,k,v,0.5,t,f,0,f,g,00080,0,+
b,28.75,1.5,y,p,c,v,1.5,t,f,0,t,g,00000,225,-
b,65.42,11.0,u,g,e,z,20.0,t,t,7,t,g,00022,0,+
a,22.58,10.75,u,g,q,v,0.415,t,t,5,t,g,00000,560,+
b,55.92,11.5,u,g,ff,ff,5.0,t,t,5,f,g,00000,8851,+
b,23.08,11.5,u,g,i,v,3.5,t,t,9,f,g,00056,742,+
a,21.5,6.0,u,g,aa,v,2.5,t,t,3,f,g,00080,918,+
a,38.25,6.0,u,g,k,v,1.0,t,f,0,t,g,00000,0,+
b,51.58,15.0,u,g,c,v,8.5,t,t,9,f,g,00000,0,+
a,58.42,21.0,u,g,i,bb,10.0,t,t,13,f,g,00000,6700,+
b,30.17,0.5,u,g,c,v,1.75,t,t,11,f,g,00032,540,+
a,20.42,0.835,u,g,q,v,1.585,t,t,1,f,g,00000,0,+
b,51.33,10.0,u,g,i,bb,0.0,t,t,11,f,g,00000,1249,+
b,49.5,7.585,u,g,i,bb,7.585,t,t,15,t,g,00000,5000,+
b,56.0,12.5,u,g,k,h,8.0,t,f,0,t,g,00024,2028,+
b,25.33,0.58,u,g,c,v,0.29,t,t,7,t,g,00096,5124,+
b,25.17,6.0,u,g,c,v,1.0,t,t,3,f,g,00000,0,+
a,24.08,0.5,u,g,q,h,1.25,t,t,1,f,g,00000,678,+
a,28.08,15.0,y,p,e,z,0.0,t,f,0,f,g,00000,13212,+
b,36.25,5.0,u,g,c,bb,2.5,t,t,6,f,g,00000,367,+
a,47.0,13.0,u,g,i,bb,5.165,t,t,9,t,g,00000,0,+
a,17.83,11.0,u,g,x,h,1.0,t,t,11,f,g,00000,3000,+
a,47.75,8.0,u,g,c,v,7.875,t,t,6,t,g,00000,1260,+
a,23.42,0.79,y,p,q,v,1.5,t,t,2,t,g,00080,400,+
a,30.5,6.5,u,g,c,bb,4.0,t,t,7,t,g,00000,3065,+
b,28.33,5.0,u,g,w,v,11.0,t,f,0,t,g,00070,0,+
a,49.83,13.585,u,g,k,h,8.5,t,f,0,t,g,00000,0,+
a,18.42,9.25,u,g,q,v,1.21,t,t,4,f,g,00060,540,+
b,56.42,28.0,y,p,c,v,28.5,t,t,40,f,g,00000,15,+
b,60.08,14.5,u,g,ff,ff,18.0,t,t,15,t,g,00000,1000,+
a,36.75,5.125,u,g,e,v,5.0,t,f,0,t,g,00000,4000,+
b,42.5,4.915,y,p,w,v,3.165,t,f,0,t,g,00052,1442,+
a,28.5,3.04,y,p,x,h,2.54,t,t,1,f,g,00070,0,+
b,20.17,9.25,u,g,c,v,1.665,t,t,3,t,g,00040,28,+
a,56.5,16.0,u,g,j,ff,0.0,t,t,15,f,g,00000,247,+
a,57.08,19.5,u,g,c,v,5.5,t,t,7,f,g,00000,3000,+
b,52.5,6.5,u,g,k,v,6.29,t,t,15,f,g,00000,11202,+
a,58.67,4.46,u,g,q,h,3.04,t,t,6,f,g,00043,560,+
a,40.83,10.0,u,g,q,h,1.75,t,f,0,f,g,00029,837,+
b,26.75,1.125,u,g,x,h,1.25,t,f,0,f,g,00000,5298,+
b,25.0,12.5,u,g,aa,v,3.0,t,f,0,t,s,00020,0,+
b,44.25,11.0,y,p,d,v,1.5,t,f,0,f,s,00000,0,-
b,41.33,0.0,u,g,c,bb,15.0,t,f,0,f,g,00000,0,+
a,24.75,3.0,u,g,q,h,1.835,t,t,19,f,g,00000,500,+
b,37.33,6.5,u,g,m,h,4.25,t,t,12,t,g,00093,0,+
a,20.75,10.335,u,g,cc,h,0.335,t,t,1,t,g,00080,50,+
